Date,Close,High,Low,Open,Volume,TickerSymbol,TickerName
2024-12-10,246.8935546875,247.33200068563022,244.47214254503118,246.0166626912396,36914800,AAPL,Apple Inc.
2024-12-11,245.6180877685547,249.91283942191654,245.38889040813984,247.08288910248365,45205800,AAPL,Apple Inc.
2024-12-12,247.0828857421875,247.8601253939288,244.81093690846672,246.01666340683192,32777500,AAPL,Apple Inc.
2024-12-13,247.2522735595703,248.40815863747187,245.36895982515324,246.9433725816478,33155300,AAPL,Apple Inc.
2024-12-16,250.1519775390625,250.490786396497,246.7739697560149,247.1127786134494,51694800,AAPL,Apple Inc.
2024-12-17,252.58334350585938,252.93211150871377,248.89643481128522,249.1953766416157,51356400,AAPL,Apple Inc.
2024-12-18,247.1725616455078,253.38051965426092,246.86366065893745,251.26802371656945,56774100,AAPL,Apple Inc.
2024-12-19,248.90640258789062,251.1085917693189,246.21595643132494,246.6245097734382,60882300,AAPL,Apple Inc.
2024-12-20,253.5897979736328,254.09798847685343,244.82092317346877,247.16260139536695,147495300,AAPL,Apple Inc.
2024-12-23,254.36703491210938,254.74568039470608,252.55346551957817,253.8688035675433,40858800,AAPL,Apple Inc.
2024-12-24,257.28668212890625,257.2966260773909,254.386956808638,254.58626151312842,23234700,AAPL,Apple Inc.
2024-12-26,258.1037292480469,259.1799258751944,256.7186620602343,257.27667867815336,27237100,AAPL,Apple Inc.
